username,rating,max_rating,rank,total_solved,hard_solved,top_tags,top_languages,contests
obiwanofshinobi,1320,1320,pupil,60,1,"math,greedy,brute force,constructive algorithms,sortings","C++17 (GCC 7-32),Java 8",16
malachi_toney_goat,2283,2369,master,732,421,"greedy,math,dp,brute force,constructive algorithms","Java 8,C++17 (GCC 7-32),C++20 (GCC 11-64)",206
TheDonBishu001,1734,1734,expert,397,144,"greedy,math,constructive algorithms,data structures,dp","C++23 (GCC 14-64, msys2),PyPy 3-64,Python 3",11
User688674,1784,1835,expert,143,60,"greedy,math,constructive algorithms,implementation,dp","C++17 (GCC 7-32),C++14 (GCC 6-32),C++20 (GCC 13-64)",22
Staelth,1640,1759,expert,547,79,"implementation,math,greedy,constructive algorithms,brute force","MS C++,C++17 (GCC 7-32),MS C++ 2017",115
selkie,1915,1953,candidate master,113,11,"implementation,greedy,math,strings,constructive algorithms","C++23 (GCC 14-64, msys2),C++17 (GCC 7-32),Python 3",13
vestonluvto,1443,1586,specialist,40,8,"greedy,math,constructive algorithms,dp,implementation","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),C++17 (GCC 7-32)",8
ImagineLosing14,1074,1079,newbie,48,1,"greedy,math,constructive algorithms,brute force,sortings","C++23 (GCC 14-64, msys2)",7
G.Y,1850,1850,expert,106,30,"greedy,math,implementation,constructive algorithms,brute force","C++17 (GCC 7-32),C++20 (GCC 13-64)",22
thaibao08,1977,1977,candidate master,71,1,"greedy,math,implementation,constructive algorithms,brute force","C++17 (GCC 7-32),C++23 (GCC 14-64, msys2),Mysterious Language",6
SALLOUM,1581,1581,specialist,725,27,"greedy,math,implementation,constructive algorithms,brute force","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2),C++14 (GCC 6-32)",77
a7mddra,1705,1722,expert,304,36,"greedy,implementation,math,brute force,constructive algorithms","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),PyPy 3-64",13
ZengZhaoGan_124,1464,1464,specialist,631,115,"greedy,math,constructive algorithms,brute force,implementation","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2),C++17 (GCC 7-32)",27
Srimanmiryala,1490,1490,specialist,78,5,"math,greedy,implementation,sortings,constructive algorithms","Python 3,C++20 (GCC 13-64),C++23 (GCC 14-64, msys2)",9
KossYuriy_67,1388,1423,pupil,257,40,"implementation,greedy,math,brute force,constructive algorithms","C++17 (GCC 7-32),C++14 (GCC 6-32),C++23 (GCC 14-64, msys2)",34
romerproblem,1451,1451,specialist,625,68,"greedy,math,implementation,constructive algorithms,brute force","C++17 (GCC 7-32),PyPy 3-64,C++23 (GCC 14-64, msys2)",61
v_potoke,1473,1527,specialist,643,45,"greedy,math,implementation,brute force,constructive algorithms","C++20 (GCC 11-64),C++20 (GCC 13-64),C++23 (GCC 14-64, msys2)",106
aditya2005,2111,2131,master,585,319,"greedy,math,dp,constructive algorithms,brute force","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64)",39
Enigmarvel,1332,1332,pupil,111,1,"implementation,math,greedy,brute force,constructive algorithms",C++17 (GCC 7-32),6
jatro13,1784,1784,expert,151,102,"greedy,data structures,dp,trees,graphs","C++17 (GCC 7-32),C++20 (GCC 13-64),Java 21",8
m7uslim,1658,1658,expert,631,59,"math,greedy,implementation,brute force,constructive algorithms","C++23 (GCC 14-64, msys2),Java 21,PyPy 2",23
abdul_ahad4,1703,1703,expert,636,241,"greedy,math,implementation,brute force,dp","C++17 (GCC 7-32),C++23 (GCC 14-64, msys2),C++20 (GCC 11-64)",49
mateuszmj,1641,1641,expert,217,72,"greedy,math,constructive algorithms,implementation,brute force","C++17 (GCC 7-32),C++20 (GCC 13-64)",21
wuyuqian,1693,1852,expert,533,260,"greedy,math,implementation,constructive algorithms,dp","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),C++17 (GCC 7-32)",66
loK10,2248,2450,master,424,66,"greedy,math,implementation,brute force,data structures","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2),Python 3",77
LeoPro,2420,2886,grandmaster,559,339,"greedy,math,dp,constructive algorithms,data structures","C++20 (GCC 13-64),C++20 (GCC 11-64),Kotlin 1.7",129
TheeLooser,1744,2300,expert,663,388,"greedy,data structures,implementation,math,dp","C++14 (GCC 6-32),C++17 (GCC 7-32),C++17 (GCC 9-64)",140
_Sunrise__,1584,1774,specialist,444,222,"greedy,data structures,math,dp,implementation","C++17 (GCC 7-32),C++14 (GCC 6-32),C++20 (GCC 13-64)",57
yeminghan,2747,2831,international grandmaster,801,477,"greedy,math,constructive algorithms,dp,data structures","C++20 (GCC 13-64),C++14 (GCC 6-32),C++17 (GCC 7-32)",52
twistedumar,1898,1974,expert,1025,547,"greedy,math,dp,data structures,constructive algorithms","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64)",70
123bai,1737,1737,expert,273,216,"math,data structures,dp,greedy,brute force","C++23 (GCC 14-64, msys2),C++17 (GCC 7-32),C++20 (GCC 13-64)",8
BabuPandey,1650,1685,expert,287,6,"math,greedy,implementation,brute force,sortings","C++23 (GCC 14-64, msys2),Python 3,C++20 (GCC 13-64)",15
BLOBVISGOD,2388,2388,international master,665,238,"math,greedy,constructive algorithms,brute force,dp","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),C++17 (GCC 7-32)",26
manoJaat_3003,1463,1463,specialist,592,34,"greedy,math,implementation,constructive algorithms,brute force","C++17 (GCC 7-32),C++23 (GCC 14-64, msys2)",32
grass8sheep,2654,2945,international grandmaster,795,632,"dp,math,greedy,data structures,constructive algorithms","C++14 (GCC 6-32),C++17 (GCC 9-64),C++17 (GCC 7-32)",79
likely,2267,2267,master,584,171,"greedy,math,implementation,constructive algorithms,brute force","C++14 (GCC 6-32),C++17 (GCC 7-32),C++20 (GCC 11-64)",107
cry,2301,2301,international master,601,216,"greedy,math,brute force,implementation,dp","C++20 (GCC 13-64),C++20 (GCC 11-64),C++23 (GCC 14-64, msys2)",34
4mda4mda,1970,2072,candidate master,895,406,"greedy,implementation,math,dp,brute force","Java 8,C++17 (GCC 7-32),C++23 (GCC 14-64, msys2)",59
Ollo,2404,2404,grandmaster,732,591,"data structures,dp,greedy,math,trees","C++14 (GCC 6-32),C++20 (GCC 13-64),C++17 (GCC 7-32)",63
MechaMan,1962,1962,candidate master,51,1,"greedy,math,constructive algorithms,dp,combinatorics","C++23 (GCC 14-64, msys2)",5
ComingLiu,1639,1651,expert,131,21,"math,greedy,constructive algorithms,implementation,brute force","C++17 (GCC 7-32),C++20 (GCC 13-64)",34
Midhilesh,1534,1534,specialist,138,8,"greedy,math,implementation,brute force,strings","PyPy 3,PyPy 3-64,Python 3",16
Shun_PI,2396,2581,international master,558,277,"greedy,math,constructive algorithms,implementation,dp","C++17 (GCC 9-64),C++17 (GCC 7-32),C++20 (GCC 11-64)",154
yesh1212,1233,1233,pupil,46,1,"implementation,math,greedy,brute force,strings","Python 3,GNU C11,PyPy 3-64",20
average_coder_09,1606,1621,expert,33,1,"greedy,math,dp,implementation,strings",C++17 (GCC 7-32),10
giakhangdt,735,735,newbie,12,6,"math,dp,greedy,data structures,sortings","C++23 (GCC 14-64, msys2)",1
Eldar_H1,2333,2333,international master,425,139,"greedy,math,constructive algorithms,implementation,brute force","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2),C++20 (GCC 11-64)",54
DoNgocPhat,1781,1781,expert,270,202,"dp,data structures,greedy,graphs,dfs and similar","C++17 (GCC 7-32),C++20 (GCC 13-64),C++23 (GCC 14-64, msys2)",15
Watersphere,2380,2551,international master,691,283,"greedy,math,implementation,constructive algorithms,brute force","C++14 (GCC 6-32),C++17 (GCC 7-32),C++17 (GCC 9-64)",58
iaica1488,1576,1576,specialist,42,0,"math,greedy,implementation,constructive algorithms,sortings","C++23 (GCC 14-64, msys2)",8
aadisrivastava,1582,1582,specialist,594,43,"greedy,math,constructive algorithms,implementation,brute force","C++17 (GCC 7-32),C++20 (GCC 13-64),Java 21",46
instantregret,1591,1792,specialist,574,212,"greedy,math,implementation,constructive algorithms,dp","C++20 (GCC 13-64),C++17 (GCC 7-32)",71
Jensen123,1994,2047,candidate master,777,421,"greedy,math,dp,constructive algorithms,data structures","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2),PyPy 3-64",107
LilyWhite,1574,1717,specialist,712,331,"greedy,math,implementation,dp,brute force","GNU C++11,C++17 (GCC 7-32),C++20 (GCC 11-64)",59
Ohi-Me,1382,1382,pupil,181,2,"implementation,greedy,math,brute force,constructive algorithms","C++17 (GCC 7-32),C++23 (GCC 14-64, msys2),C++20 (GCC 13-64)",24
Dajid,2125,2125,master,343,116,"greedy,math,constructive algorithms,implementation,data structures","C++17 (GCC 7-32),C++17 (GCC 9-64),C++20 (GCC 13-64)",56
slysly,1512,1512,specialist,95,7,"greedy,math,implementation,constructive algorithms,dp","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2),C++17 (GCC 7-32)",15
Jiao_Xie,2269,2269,master,443,137,"greedy,math,implementation,brute force,constructive algorithms","C++20 (GCC 13-64),C++14 (GCC 6-32),C++23 (GCC 14-64, msys2)",30
MutedSolace,1424,1424,specialist,199,27,"greedy,math,implementation,constructive algorithms,brute force","Python 3,PyPy 3-64,C++20 (GCC 11-64)",22
SanguineChameleon,2404,2747,grandmaster,781,306,"greedy,math,implementation,constructive algorithms,brute force","C++20 (GCC 13-64),C++20 (GCC 11-64),C++23 (GCC 14-64, msys2)",91
juwonhyme,1934,1934,candidate master,126,17,"greedy,implementation,math,constructive algorithms,data structures","C++23 (GCC 14-64, msys2),C++17 (GCC 7-32),C++14 (GCC 6-32)",16
Katrina55553,1624,1624,expert,712,92,"greedy,math,constructive algorithms,implementation,brute force","C++23 (GCC 14-64, msys2),PyPy 3-64,C++20 (GCC 13-64)",33
Padlovarish,1856,1950,expert,465,113,"greedy,math,implementation,brute force,constructive algorithms","C++23 (GCC 14-64, msys2),C++17 (GCC 7-32),C++20 (GCC 13-64)",66
lastlife,1452,1452,specialist,646,39,"greedy,math,implementation,brute force,constructive algorithms","C++17 (GCC 7-32),Python 3",69
Cabralbonzao,1921,1994,candidate master,510,121,"greedy,math,dp,implementation,data structures","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),C++17 (GCC 7-32)",79
ShashankGupta,1695,1751,expert,392,11,"greedy,math,constructive algorithms,implementation,brute force","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),C++17 (GCC 7-32)",74
El_Farag,1956,1956,candidate master,875,260,"greedy,math,implementation,brute force,dp","C++20 (GCC 13-64),C++17 (GCC 7-32),C++20 (GCC 11-64)",123
PokemonV2,1857,1897,expert,86,8,"greedy,math,implementation,constructive algorithms,brute force","C++17 (GCC 7-32),C++20 (GCC 11-64),PyPy 3",27
becaido,2517,2599,grandmaster,1088,434,"greedy,implementation,math,dp,brute force","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2),Kotlin 1.9",66
Rankit,1666,1666,expert,292,60,"greedy,math,implementation,constructive algorithms,brute force","C++23 (GCC 14-64, msys2),Kotlin 1.7",18
vlatwal656,,,,2,1,"constructive algorithms,greedy,math,hashing,string suffix structures",Java 21,0
LuigiNathan,2054,2054,candidate master,66,19,"greedy,math,dp,constructive algorithms,brute force",C++20 (GCC 13-64),15
Priyadharshiniii,1547,1547,specialist,31,2,"math,implementation,greedy,constructive algorithms,dp","Java 8,Python 3",6
JinyeongAckerman,2333,2333,international master,406,256,"greedy,math,dp,constructive algorithms,implementation","C++23 (GCC 14-64, msys2),C++17 (GCC 7-32),C++20 (GCC 13-64)",24
quang2009,1665,1718,expert,172,34,"greedy,math,implementation,brute force,dp","C++23 (GCC 14-64, msys2),PyPy 3-64,C++20 (GCC 13-64)",18
MBBN,1940,1940,candidate master,266,155,"greedy,graphs,constructive algorithms,implementation,math",Java 21,21
fydj,2344,2344,international master,302,228,"math,greedy,dp,constructive algorithms,implementation","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2),C++17 (GCC 7-32)",11
Ashtoota,1205,1205,pupil,11,0,"greedy,math,constructive algorithms,implementation,dp","C++23 (GCC 14-64, msys2)",2
Deltaxab,2170,2170,master,63,23,"greedy,constructive algorithms,math,dp,brute force",C++17 (GCC 7-32),15
d_k_d,2368,2393,international master,748,447,"greedy,math,data structures,dp,implementation","C++23 (GCC 14-64, msys2),C++20 (GCC 11-64),C++14 (GCC 6-32)",38
blue_phoenixx,1779,1927,expert,661,441,"greedy,math,dp,data structures,constructive algorithms","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2)",50
shiny_shine,2164,2177,master,491,198,"greedy,math,constructive algorithms,implementation,brute force","C++23 (GCC 14-64, msys2),C++20 (GCC 11-64),C++20 (GCC 13-64)",59
DeoMuonCodeNuaDau,2342,2342,international master,163,42,"greedy,math,implementation,constructive algorithms,brute force","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),C++17 (GCC 7-32)",27
alex.rozhkov.by,1669,1669,expert,523,52,"math,greedy,implementation,dp,brute force","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),C++17 (GCC 7-32)",17
mthrowaway,,,,21,7,"math,greedy,dp,implementation,constructive algorithms","C++23 (GCC 14-64, msys2),Java 8,C++20 (GCC 13-64)",0
vanshit,1496,1545,specialist,321,45,"greedy,math,implementation,brute force,sortings","C++23 (GCC 14-64, msys2),Rust 2024",22
Dhinakaran311,1499,1750,specialist,105,3,"implementation,math,greedy,strings,brute force","Python 3,C++20 (GCC 13-64),Java 21",12
adyashadas0405,1175,1175,newbie,60,0,"math,greedy,constructive algorithms,implementation,strings","C++17 (GCC 7-32),Kotlin 1.7,GNU C11",27
spf_0110,1616,1616,expert,869,177,"math,greedy,constructive algorithms,implementation,brute force","C++23 (GCC 14-64, msys2),C++17 (GCC 7-32),PyPy 3-64",30
TheFuturoma,2185,2209,master,373,285,"greedy,dp,math,data structures,constructive algorithms","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),C++17 (GCC 7-32)",74
bkdn23.SicilianDragonLvr,1505,1772,specialist,72,22,"greedy,math,constructive algorithms,dp,implementation","C++20 (GCC 11-64),C++17 (GCC 7-32),C++23 (GCC 14-64, msys2)",15
Rhitam07,1579,1579,specialist,131,8,"math,greedy,implementation,brute force,binary search","C++17 (GCC 7-32),C++23 (GCC 14-64, msys2)",17
countful,2162,2162,master,445,189,"greedy,math,implementation,dp,data structures","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),PyPy 3-64",43
ArSarapkin,2453,2453,grandmaster,342,146,"greedy,math,dp,constructive algorithms,sortings","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),C++20 (GCC 11-64)",50
singhkarnal,1600,1600,expert,713,507,"greedy,math,dp,constructive algorithms,data structures","C++23 (GCC 14-64, msys2),C++17 (GCC 7-32),GNU C11",22
_sjy_,1592,1722,specialist,492,29,"greedy,math,implementation,constructive algorithms,brute force","C++20 (GCC 13-64),C++17 (GCC 7-32),C++23 (GCC 14-64, msys2)",43
0wuming0,2531,2724,grandmaster,881,407,"greedy,math,dp,constructive algorithms,data structures","C++20 (GCC 13-64),C++17 (GCC 7-32),C++14 (GCC 6-32)",116
qusol,2273,2407,master,735,242,"greedy,math,constructive algorithms,brute force,dp","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),C++20 (GCC 11-64)",65
El_novato,1511,1551,specialist,379,60,"greedy,math,implementation,constructive algorithms,brute force","C++17 (GCC 7-32),C++20 (GCC 13-64),C++14 (GCC 6-32)",51
milk81,1339,1731,pupil,445,164,"greedy,math,dp,brute force,implementation","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2),PyPy 3",148
shiroyowaii,1938,2030,candidate master,115,35,"greedy,math,constructive algorithms,implementation,dp","C++20 (GCC 13-64),C++17 (GCC 9-64)",16
edrlu,492,492,newbie,9,0,"greedy,math,brute force,two pointers,strings","C++20 (GCC 13-64),PyPy 3-64",1
KodeGenNiloy,1788,1880,expert,299,20,"greedy,math,implementation,brute force,constructive algorithms","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),Python 3",28
kimnattanan,1976,1976,candidate master,330,144,"greedy,math,implementation,dp,data structures","C++17 (GCC 7-32),C++23 (GCC 14-64, msys2),Picat",35
MYFJCHX,2859,2859,international grandmaster,588,462,"math,greedy,dp,data structures,constructive algorithms","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2),C++20 (GCC 11-64)",45
HappyPacMan,2281,2377,master,771,326,"greedy,math,constructive algorithms,implementation,brute force","C++17 (GCC 7-32),C++20 (GCC 11-64),C++20 (GCC 13-64)",86
faksee,1501,1557,specialist,542,132,"greedy,math,constructive algorithms,implementation,brute force","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),C++17 (GCC 7-32)",61
ntt_not_found,1747,1836,expert,468,110,"greedy,math,implementation,constructive algorithms,brute force","C++17 (GCC 7-32),C++20 (GCC 13-64),C++23 (GCC 14-64, msys2)",45
H-R-2004,2083,2113,candidate master,759,413,"greedy,math,constructive algorithms,brute force,implementation","C++20 (GCC 13-64),C++20 (GCC 11-64),C++23 (GCC 14-64, msys2)",152
xiehanrui,1880,1880,expert,660,450,"data structures,greedy,math,dp,graphs","C++17 (GCC 7-32),C++20 (GCC 13-64),C++14 (GCC 6-32)",14
Koosh18,1926,1926,candidate master,554,179,"greedy,math,constructive algorithms,implementation,brute force","C++17 (GCC 7-32),C++20 (GCC 13-64),Go",92
youzhiyingshi,1481,1570,specialist,189,22,"greedy,math,implementation,constructive algorithms,dp","C++17 (GCC 7-32),Python 3,Kotlin 1.7",17
prajinkumar2020,1306,1306,pupil,73,1,"greedy,math,constructive algorithms,implementation,brute force","Java 21,Java 8,Python 3",26
Hristov,1284,1284,pupil,80,5,"implementation,math,greedy,sortings,constructive algorithms","C++20 (GCC 13-64),C++17 (GCC 7-32)",12
Mad-Max,1601,1601,expert,115,9,"greedy,math,implementation,constructive algorithms,brute force","C++17 (GCC 7-32),C++20 (GCC 13-64),C++23 (GCC 14-64, msys2)",25
sevenseas,2096,2209,candidate master,102,27,"greedy,math,implementation,dp,constructive algorithms","C# 13,C++17 (GCC 7-32),Rust 2024",10
chaoyouqian,1579,1588,specialist,507,54,"greedy,math,implementation,constructive algorithms,brute force","C++14 (GCC 6-32),C++17 (GCC 9-64),C++17 (GCC 7-32)",72
leaf1415,2528,2727,grandmaster,804,438,"greedy,math,constructive algorithms,dp,implementation","C++20 (GCC 13-64),C++20 (GCC 11-64),C++17 (GCC 7-32)",269
MODDI,2164,2218,master,628,133,"greedy,math,implementation,constructive algorithms,brute force","C++17 (GCC 7-32),C++20 (GCC 13-64),C++23 (GCC 14-64, msys2)",246
yangyang520,918,918,newbie,134,84,"greedy,math,dp,implementation,constructive algorithms","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),Java 8",2
Kude,2459,2787,grandmaster,1139,517,"greedy,math,dp,implementation,brute force","C++20 (GCC 13-64),C++20 (GCC 11-64),Kotlin 1.9",162
Circling,2126,2134,master,475,234,"greedy,math,constructive algorithms,implementation,brute force","C++20 (GCC 11-64),C++20 (GCC 13-64),C++17 (GCC 7-32)",51
abduvahhob0506,1466,1642,specialist,173,31,"implementation,math,greedy,brute force,strings","Python 3,C++23 (GCC 14-64, msys2),PyPy 3-64",21
zapwiz22,1584,1584,specialist,764,247,"greedy,math,implementation,constructive algorithms,brute force","C++23 (GCC 14-64, msys2),Kotlin 1.7,PyPy 3-64",64
AmrElkhodari,1475,1506,specialist,585,33,"greedy,math,implementation,brute force,constructive algorithms","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2),C++17 (GCC 7-32)",81
AhmedPlusPlus,1662,1784,expert,740,217,"greedy,math,implementation,dp,constructive algorithms","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),C++17 (GCC 7-32)",114
randomguy1234,1228,1228,pupil,53,12,"math,greedy,implementation,brute force,dp","C++17 (GCC 7-32),C++20 (GCC 13-64)",13
AliShahali1382,2440,2916,grandmaster,730,270,"greedy,math,constructive algorithms,dp,implementation","C++17 (GCC 7-32),C++20 (GCC 11-64),C++20 (GCC 13-64)",161
SeaP,1989,1989,candidate master,124,26,"greedy,math,brute force,constructive algorithms,implementation","C++17 (GCC 7-32),C++20 (GCC 13-64),PyPy 3-64",17
crawarb,1759,2163,expert,513,245,"greedy,math,implementation,brute force,constructive algorithms","GNU C++11,C++17 (GCC 7-32),C++14 (GCC 6-32)",43
